"geocode","city","type of sell","average market price"
"22020","BROONS","Appartement","1607"
"22084","JUGON-LES-LACS-COMMUNE NOUVELL","Appartement","2629"
"22302","SAINT-JACUT-DE-LA-MER","Appartement","4070"
"22096","LANDEBIA","Appartement","1500"
"22190","PLESLIN-TRIGAVOU","Appartement","6773"
"22391","YVIGNAC-LA-TOUR","Appartement","1006"
"22201","PLEVENON","Appartement","3856"
"22380","TREVRON","Appartement","1667"
"22049","CREHEN","Appartement","5001"
"22076","HENANBIHEN","Appartement","10660"
"22266","ROSTRENEN","Appartement","2505"
"22070","GUINGAMP","Appartement","2945"
"22250","PONTRIEUX","Appartement","2280"
"22293","SAINT-GILLES-LES-BOIS","Appartement","2222"
"22225","PLOUMAGOAR","Appartement","1802"
"22272","ST AGATHON","Appartement","1815"
"22004","BEGARD","Appartement","1868"
"22137","MAEL CARHAIX","Appartement","1996"
"22005","BELLE ISLE EN TERRE","Appartement","1158"
"22013","BOURBRIAC","Appartement","2406"
"22025","CALLAC","Appartement","2300"
"22283","SAINT-CLET","Appartement","1092"
"22168","PERROS-GUIREC","Appartement","3765"
"22113","LANNION","Appartement","3614"
"22211","PLOUBEZRE","Appartement","6939"
"22362","TREGUIER","Appartement","3434"
"22343","TREBEURDEN","Appartement","2790"
"22379","TREVOU-TREGUIGNEC","Appartement","3689"
"22194","PLESTIN-LES-GREVES","Appartement","3660"
"22353","TREGASTEL","Appartement","5924"
"22264","LA ROCHE DERRIEN","Appartement","4694"
"22195","PLEUBIAN","Appartement","4646"
"22198","PLEUMEUR-BODOU","Appartement","2837"
"22324","SAINT-QUAY-PERROS","Appartement","4648"
"22319","SAINT-MICHEL-EN-GREVE","Appartement","7855"
"22127","LEZARDRIEUX","Appartement","2602"
"22228","PLOUNEVEZ-MOEDEC","Appartement","2261"
"22207","PLOUARET","Appartement","2152"
"22363","TRELEVERN","Appartement","0"
"22136","LOUDEAC","Appartement","3225"
"22155","LA MOTTE","Appartement","1339"
"22147","MERDRIGNAC","Appartement","5892"
"22183","PLEMET","Appartement","1461"
"22107","BON REPOS SUR BLAVET","Appartement","1245"
"22043","COETLOGON","Appartement","1350"
"22075","HEMONSTOIR","Appartement","3271"
"22158","GUERLEDAN","Appartement","2282"
"22279","SAINT-CARADEC","Appartement","1058"
"22384","UZEL","Appartement","0"
"22039","LA CHEZE","Appartement","943"
"22046","LE MENE","Appartement","1833"
"22047","CORLAY","Appartement","0"
"22371","TREMOREL","Appartement","0"
"22334","SAINT-YGEAUX","Appartement","1807"
"22376","TREVE","Appartement","1024"
"22295","SAINT-GILLES-VIEUX-MARCHE","Appartement","591"
"29232","QUIMPER","Appartement","2793"
"29046","DOUARNENEZ","Appartement","2107"
"29006","BENODET","Appartement","2650"
"29058","FOUESNANT","Appartement","2786"
"29158","PENMARCH","Appartement","1586"
"29220","PONT L ABBE","Appartement","2898"
"29003","AUDIERNE","Appartement","2226"
"29039","CONCARNEAU","Appartement","2983"
"29215","PLOZEVET","Appartement","1989"
"29072","GUILVINEC","Appartement","3166"
"29217","PONT-AVEN","Appartement","2441"
"29031","CLOHARS CARNOET","Appartement","4127"
"29049","ELLIANT","Appartement","3052"
"29169","PLOGONNEC","Appartement","2522"
"29171","PLOMEUR","Appartement","1792"
"29004","BANNALEC","Appartement","2761"
"29293","TREGUNC","Appartement","2566"
"29174","PLONEOUR LANVERN","Appartement","3946"
"29233","QUIMPERLE","Appartement","2172"
"29135","LOCTUDY","Appartement","2925"
"29085","ILE TUDY","Appartement","3154"
"29153","NEVEZ","Appartement","4128"
"29020","BRIEC","Appartement","8420"
"29107","LANDUDAL","Appartement","2169"
"29241","ROSPORDEN","Appartement","6574"
"29150","MOELAN SUR MER","Appartement","3831"
"29234","REDENE","Appartement","3648"
"29297","TREMEVEN","Appartement","1975"
"29002","ARZANO","Appartement","0"
"29019","BREST","Appartement","2887"
"29260","SAINT RENAN","Appartement","2755"
"29196","PLOUGUIN","Appartement","0"
"29178","PLOUDALMEZEAU","Appartement","2609"
"29069","GUILERS","Appartement","2190"
"29212","PLOUZANE","Appartement","3766"
"29190","PLOUGONVELIN","Appartement","5200"
"29011","BOHARS","Appartement","5691"
"29040","LE CONQUET","Appartement","2865"
"29061","GOUESNOU","Appartement","3586"
"29130","LOCMARIA-PLOUZANE","Appartement","2440"
"29151","MORLAIX","Appartement","3074"
"29239","ROSCOFF","Appartement","2842"
"29103","LANDERNEAU","Appartement","2542"
"29199","PLOUIGNEAU","Appartement","0"
"29023","CARANTEC","Appartement","2475"
"29124","LESNEVEN","Appartement","2696"
"29105","LANDIVISIAU","Appartement","2565"
"29101","LANDEDA","Appartement","1988"
"29160","PLABENNEC","Appartement","4016"
"29235","LE RELECQ-KERHUON","Appartement","4341"
"29259","SAINT-POL-DE-LEON","Appartement","4894"
"29091","KERLOUAN","Appartement","0"
"29030","CLEDER","Appartement","2067"
"29185","PLOUESCAT","Appartement","1525"
"29064","GOULVEN","Appartement","1803"
"29198","PLOUIDER","Appartement","3429"
"29080","L HOPITAL CAMFROUT","Appartement","4268"
"29188","PLOUGASNOU","Appartement","1905"
"29189","PLOUGASTEL-DAOULAS","Appartement","2569"
"29075","GUIPAVAS","Appartement","2384"
"29055","LE FOLGOET","Appartement","4269"
"29133","LOCQUIREC","Appartement","3091"
"29254","SAINT-MARTIN-DES-CHAMPS","Appartement","4350"
"29098","LAMPAUL-PLOUARZEL","Appartement","2110"
"29209","PLOUVIEN","Appartement","2617"
"29113","LANMEUR","Appartement","1794"
"29117","LANNILIS","Appartement","2315"
"29086","IRVILLAC","Appartement","1591"
"29180","PLOUDIRY","Appartement","2069"
"29245","ST DIVY","Appartement","0"
"29268","ST THONAN","Appartement","2272"
"29195","PLOUGUERNEAU","Appartement","9225"
"29042","CROZON","Appartement","2751"
"29053","LE FAOU","Appartement","3926"
"29256","SAINT-NIC","Appartement","2207"
"29162","PLEYBEN","Appartement","2904"
"29120","LANVEOC","Appartement","1001"
"29024","CARHAIX-PLOUGUER","Appartement","3008"
"29022","CAMARET-SUR-MER","Appartement","4244"
"29081","LE HUELGOAT","Appartement","2522"
"29175","PLONEVEZ DU FAOU","Appartement","910"
"29067","GUERLESQUIN","Appartement","4339"
"29191","PLOUGONVEN","Appartement","1304"
"29079","HENVIC","Appartement","1849"
"29273","SANTEC","Appartement","1250"
"29082","ILE-DE-BATZ","Appartement","8320"
"35210","PACE","Appartement","2912"
"35238","RENNES","Appartement","3938"
"35059","LA CHAPELLE DES FOUGERETZ","Appartement","5991"
"35051","CESSON-SEVIGNE","Appartement","3445"
"35266","SAINT-ERBLON","Appartement","2215"
"35032","BOURGBARRE","Appartement","2212"
"35281","ST JACQUES DE LA LANDE","Appartement","2572"
"35047","BRUZ","Appartement","3197"
"35206","NOYAL-CHATILLON-SUR-SEICHE","Appartement","2753"
"35066","CHARTRES-DE-BRETAGNE","Appartement","2917"
"35055","CHANTEPIE","Appartement","2916"
"35216","PARTHENAY-DE-BRETAGNE","Appartement","1700"
"35024","BETTON","Appartement","3069"
"35278","SAINT-GREGOIRE","Appartement","3507"
"35352","VERN-SUR-SEICHE","Appartement","2716"
"35353","VEZIN-LE-COQUET","Appartement","4605"
"35001","ACIGNE","Appartement","2447"
"35363","PONT-PEAN","Appartement","3702"
"35208","ORGERES","Appartement","2203"
"35120","GEVEZE","Appartement","2134"
"35189","MONTGERMONT","Appartement","2615"
"35326","SENS-DE-BRETAGNE","Appartement","1253"
"35088","CORPS-NUDS","Appartement","1959"
"35069","CHATEAUGIRON","Appartement","3201"
"35131","L'HERMITAGE","Appartement","2463"
"35136","JANZE","Appartement","2830"
"35173","MELESSE","Appartement","3272"
"35275","SAINT-GILLES","Appartement","2216"
"35227","PLEUMELEUC","Appartement","2319"
"35076","CHAVAGNE","Appartement","2364"
"35240","LE RHEU","Appartement","2767"
"35331","TALENSAC","Appartement","4608"
"35188","MONTFORT-SUR-MEU","Appartement","2610"
"35099","DOMLOUP","Appartement","2031"
"35023","BEDEE","Appartement","2557"
"35152","LIFFRE","Appartement","2741"
"35118","GAHARD","Appartement","1563"
"35184","MONTAUBAN-DE-BRETAGNE","Appartement","3420"
"35250","SAINT-ARMEL","Appartement","2019"
"35135","IRODOUER","Appartement","1821"
"35196","MORDELLES","Appartement","2438"
"35195","MONTREUIL-SUR-ILLE","Appartement","1723"
"35334","THORIGNE-FOUILLARD","Appartement","2921"
"35022","BECHEREL","Appartement","3661"
"35177","LA MEZIERE","Appartement","3054"
"35297","SAINT-MEEN-LE-GRAND","Appartement","1688"
"35220","PIRE-SUR-SEICHE","Appartement","4694"
"35251","SAINT-AUBIN-D AUBIGNE","Appartement","2154"
"35315","SAINT-SULPICE-LA-FORET","Appartement","0"
"35037","BREAL-SOUS-MONTFORT","Appartement","2369"
"35079","CHEVAIGNE","Appartement","4312"
"35133","IFFENDIC","Appartement","2396"
"35207","NOYAL-SUR-VILAINE","Appartement","3348"
"35040","BRETEIL","Appartement","1979"
"35204","NOUVOITOU","Appartement","2126"
"35223","PLELAN-LE-GRAND","Appartement","2232"
"35110","FEINS","Appartement","1722"
"35065","LA CHAPELLE THOUARAULT","Appartement","2358"
"35245","ROMILLE","Appartement","2282"
"35327","SERVON-SUR-VILAINE","Appartement","2208"
"35058","LA CHAPELLE CHAUSSEE","Appartement","3865"
"35319","SAINT-THURIAL","Appartement","1752"
"35130","HEDE-BAZOUGES","Appartement","4553"
"35031","LA BOUEXIERE","Appartement","5479"
"35039","BRECE","Appartement","2908"
"35320","SAINT-UNIAC","Appartement","0"
"35290","SAINT-MALON-SUR-MEL","Appartement","1724"
"35080","CINTRE","Appartement","2043"
"35356","VIGNOC","Appartement","2089"
"35117","GAEL","Appartement","924"
"35211","PAIMPONT","Appartement","2555"
"35296","SAINT-MEDARD-SUR-ILLE","Appartement","3368"
"35060","LA CHAPELLE DU LOU DU LAC","Appartement","4949"
"35115","FOUGERES","Appartement","2682"
"35019","BAZOUGES-LA-PEROUSE","Appartement","1200"
"35253","SAINT-AUBIN-DU-CORMIER","Appartement","2032"
"35162","LOUVIGNE-DU-DESERT","Appartement","1186"
"35304","SAINT-OUEN-DES-ALLEUX","Appartement","0"
"35142","LANDEAN","Appartement","1378"
"35163","LUITRE-DOMPIERRE","Appartement","2012"
"35257","MAEN ROCH","Appartement","4039"
"35215","PARIGNE","Appartement","9899"
"35062","LA CHAPELLE JANSON","Appartement","0"
"35292","SAINT-MARC-LE-BLANC","Appartement","1397"
"35004","VAL-COUESNON","Appartement","2478"
"35230","POILLEY","Appartement","2885"
"35191","LES PORTES DU COGLAIS","Appartement","1869"
"35121","GOSNE","Appartement","4452"
"35018","LA BAZOUGE DU DESERT","Appartement","534"
"35112","FLEURIGNE","Appartement","1535"
"35090","CREVIN","Appartement","1916"
"35236","REDON","Appartement","2671"
"35126","GUICHEN","Appartement","2796"
"35123","GOVEN","Appartement","1809"
"35139","LAILLE","Appartement","2615"
"35127","GUIGNEN","Appartement","1630"
"35012","BAIN-DE-BRETAGNE","Appartement","3712"
"35033","BOURG-DES-COMPTES","Appartement","2816"
"35057","LA CHAPELLE BOUEXIC","Appartement","1273"
"35176","GUIPRY-MESSAC","Appartement","3262"
"35212","PANCE","Appartement","5934"
"35231","POLIGNE","Appartement","3399"
"35219","PIPRIAC","Appartement","2991"
"35237","RENAC","Appartement","2030"
"35149","LASSY","Appartement","1708"
"35160","LOUTEHEL","Appartement","0"
"35168","VAL D'ANAST","Appartement","1531"
"35124","GRAND-FOUGERAY","Appartement","4017"
"35145","LANGON","Appartement","0"
"35016","BAULON","Appartement","882"
"35175","MERNEL","Appartement","1604"
"35288","SAINT-MALO","Appartement","4282"
"35093","DINARD","Appartement","4905"
"35179","MINIAC-MORVAN","Appartement","2491"
"35226","PLEUGUENEUC","Appartement","1467"
"35337","TINTENIAC","Appartement","3229"
"35345","TREVERIEN","Appartement","0"
"35329","SOUGEAL","Appartement","1902"
"35049","CANCALE","Appartement","5844"
"35299","SAINT-MELOIR-DES-ONDES","Appartement","4806"
"35314","SAINT-SULIAC","Appartement","0"
"35095","DOL DE BRETAGNE","Appartement","3202"
"35228","PLEURTUIT","Appartement","2515"
"35186","MONT-DOL","Appartement","0"
"35287","SAINT-LUNAIRE","Appartement","4354"
"35362","LE TRONCHET","Appartement","2059"
"35122","LA GOUESNIERE","Appartement","2263"
"35070","CHATEAUNEUF-D ILLE-ET-VILAI","Appartement","2440"
"35256","SAINT-BRIAC-SUR-MER","Appartement","4337"
"35247","ROZ-SUR-COUESNON","Appartement","4478"
"35225","PLESDER","Appartement","1491"
"35241","LA RICHARDAIS","Appartement","3123"
"35085","COMBOURG","Appartement","2619"
"35265","SAINT-DOMINEUC","Appartement","2678"
"35308","SAINT-PIERRE-DE-PLESGUEN","Appartement","7649"
"35263","SAINT-COULOMB","Appartement","3820"
"35222","PLEINE-FOUGERES","Appartement","2429"
"35284","SAINT-JOUAN-DES-GUERETS","Appartement","4635"
"35255","SAINT-BENOIT-DES-ONDES","Appartement","6028"
"35009","BAGUER-MORVAN","Appartement","3111"
"35259","SAINT-BROLADRE","Appartement","1274"
"35104","EPINIAC","Appartement","3344"
"35078","CHERRUEIX","Appartement","3406"
"35034","LA BOUSSAC","Appartement","1716"
"35246","ROZ-LANDRIEUX","Appartement","2929"
"35361","LE VIVIER SUR MER","Appartement","8842"
"35172","MEILLAC","Appartement","1900"
"35291","SAINT-MARCAN","Appartement","14613"
"35125","LA GUERCHE-DE-BRETAGNE","Appartement","2524"
"35109","ETRELLES","Appartement","2272"
"35360","VITRE","Appartement","5067"
"35096","DOMAGNE","Appartement","2174"
"35068","CHATEAUBOURG","Appartement","3158"
"35006","ARGENTRE-DU-PLESSIS","Appartement","1604"
"35239","RETIERS","Appartement","2006"
"35161","LOUVIGNE-DE-BAIS","Appartement","1848"
"35167","MARTIGNE-FERCHAUD","Appartement","2322"
"35347","VAL-D'IZE","Appartement","0"
"35283","SAINT-JEAN-SUR-VILAINE","Appartement","2378"
"35072","CHATILLON-EN-VENDELAIS","Appartement","5316"
"35014","BAIS","Appartement","2859"
"35194","MONTREUIL-SOUS-PEROUSE","Appartement","2237"
"35217","LE PERTRE","Appartement","1583"
"35235","RANNEE","Appartement","1535"
"35252","SAINT-AUBIN-DES-LANDES","Appartement","1653"
"35264","SAINT-DIDIER","Appartement","0"
"56260","VANNES","Appartement","3781"
"56184","QUESTEMBERT","Appartement","3212"
"56164","PLOEREN","Appartement","2665"
"56067","GRANDCHAMP","Appartement","2819"
"56005","ARZON","Appartement","3916"
"56243","SENE","Appartement","4290"
"56158","PLESCOP","Appartement","2500"
"56106","LARMOR-BADEN","Appartement","4126"
"56087","ILE-AUX-MOINES","Appartement","4555"
"56001","ALLAIRE","Appartement","2176"
"56240","SARZEAU","Appartement","4256"
"56052","DAMGAN","Appartement","4013"
"56195","LA ROCHE BERNARD","Appartement","2103"
"56042","COLPO","Appartement","5494"
"56004","ARZAL","Appartement","2033"
"56155","PENESTIN","Appartement","2955"
"56214","SAINT-GILDAS-DE-RHUYS","Appartement","3905"
"56251","THEIX-NOYALO","Appartement","3474"
"56143","MUZILLAC","Appartement","6672"
"56255","TREFFLEAN","Appartement","2143"
"56003","ARRADON","Appartement","4014"
"56022","BRANDIVY","Appartement","7860"
"56206","SAINT-AVE","Appartement","3441"
"56248","SURZUR","Appartement","3755"
"56053","ELVEN","Appartement","3478"
"56008","BADEN","Appartement","3745"
"56002","AMBON","Appartement","2167"
"56030","CAMOEL","Appartement","7143"
"56196","ROCHEFORT-EN-TERRE","Appartement","1931"
"56231","SAINT-NOLFF","Appartement","2929"
"56061","LA GACILLY","Appartement","3209"
"56033","CARENTOIR","Appartement","0"
"56147","NIVILLAC","Appartement","1512"
"56015","BERRIC","Appartement","6541"
"56123","MALANSAC","Appartement","2531"
"56018","BILLIERS","Appartement","3565"
"56111","LIMERZEL","Appartement","0"
"56153","PEAULE","Appartement","2515"
"56254","TREDION","Appartement","0"
"56132","MEUCON","Appartement","1782"
"56137","MONTERBLANC","Appartement","1178"
"56121","LORIENT","Appartement","3022"
"56169","PLOUHINEC","Appartement","3114"
"56107","LARMOR-PLAGE","Appartement","4555"
"56078","GUIDEL","Appartement","2962"
"56098","LANESTER","Appartement","3652"
"56083","HENNEBONT","Appartement","2164"
"56101","LANGUIDIC","Appartement","5119"
"56162","PLOEMEUR","Appartement","3598"
"56062","GAVRES","Appartement","1836"
"56181","PORT-LOUIS","Appartement","4061"
"56118","LOCMIQUELIC","Appartement","2302"
"56090","INZINZAC-LOCHRIST","Appartement","3283"
"56185","QUEVEN","Appartement","6062"
"56063","GESTEL","Appartement","2381"
"56094","KERVIGNAC","Appartement","3261"
"56166","PLOUAY","Appartement","3598"
"56036","CAUDAN","Appartement","3669"
"56130","MERLEVENEZ","Appartement","2094"
"56040","CLEGUER","Appartement","2180"
"56148","NOSTANG","Appartement","7432"
"56089","INGUINIEL","Appartement","1466"
"56069","GROIX","Appartement","6184"
"56026","BUBRY","Appartement","2136"
"56186","QUIBERON","Appartement","5621"
"56007","AURAY","Appartement","3973"
"56023","BRECH","Appartement","4339"
"56161","PLOEMEL","Appartement","3140"
"56054","ERDEVEN","Appartement","2932"
"56055","ETEL","Appartement","3449"
"56258","LA TRINITE SUR MER","Appartement","4649"
"56013","BELZ","Appartement","3105"
"56177","PLUVIGNER","Appartement","3308"
"56034","CARNAC","Appartement","5118"
"56234","SAINT-PIERRE-QUIBERON","Appartement","3467"
"56152","LE PALAIS","Appartement","5126"
"56167","PLOUGOUMELEN","Appartement","2689"
"56262","LE BONO","Appartement","4516"
"56086","HOUAT","Appartement","9964"
"56168","PLOUHARNEL","Appartement","4684"
"56046","CRACH","Appartement","6851"
"56176","PLUNERET","Appartement","2860"
"56097","LANDEVANT","Appartement","2246"
"56241","SAUZON","Appartement","4460"
"56175","PLUMERGAT","Appartement","2582"
"56263","SAINTE-ANNE-D'AURAY","Appartement","2054"
"56096","LANDAUL","Appartement","2843"
"56233","SAINT-PHILIBERT","Appartement","3498"
"56116","LOCMARIAQUER","Appartement","6547"
"56119","LOCOAL-MENDON","Appartement","4421"
"56114","LOCMARIA","Appartement","0"
"56165","PLOERMEL","Appartement","4222"
"56124","MALESTROIT","Appartement","3420"
"56197","VAL D'OUST","Appartement","2845"
"56222","SAINT-JEAN-BREVELAY","Appartement","1208"
"56091","JOSSELIN","Appartement","3973"
"56070","GUEGON","Appartement","2497"
"56198","ROHAN","Appartement","2732"
"56129","MENEAC","Appartement","931"
"56075","GUER","Appartement","3575"
"56032","CAMPENEAC","Appartement","3489"
"56173","PLUMELIAU","Appartement","2498"
"56066","GOURIN","Appartement","2031"
"56081","GUISCRIFF","Appartement","1467"
"56178","PONTIVY","Appartement","3041"
"56010","BAUD","Appartement","2565"
"56117","LOCMINE","Appartement","3440"
"56264","KERNASCLEDEN","Appartement","1137"
"56131","MESLAN","Appartement","1192"
"56140","MOREAC","Appartement","3409"
"56073","GUEMENE-SUR-SCORFF","Appartement","1126"
"56057","LE FAOUET","Appartement","1209"
"56100","LANGONNET","Appartement","1641"
"56105","LANVENEGEN","Appartement","2739"
"56151","NOYAL-PONTIVY","Appartement","4187"
"56041","CLEGUEREC","Appartement","2294"
"56246","LE SOURN","Appartement","3938"
"56125","MALGUENAC","Appartement","2265"
"22345","TREBRY","Appartement","7000"
"22372","TREMUSON","Appartement","1240"
"22277","SAINT-BRANDAN","Appartement","2332"
"22326","SAINT-RIEUL","Appartement","6750"
"22377","TREVENEUC","Appartement","1354"
"22173","PLANGUENOUAL","Appartement","2820"
"22232","PLOURHAN","Appartement","3749"
"22171","PLAINTEL","Appartement","3224"
"22307","SAINT-JULIEN","Appartement","2172"
"22086","KERFOT","Appartement","4154"
"22390","YVIAS","Appartement","3186"
"22236","PLUDUAL","Appartement","589"
"22140","LA MALHOURE","Appartement","1873"
"22057","LE FAOUET","Appartement","3773"
"22234","PLOUVARA","Appartement","0"
"22185","PLENEE-JUGON","Appartement","2951"
"22145","MEGRIT","Appartement","2056"
"22021","BRUSVILY","Appartement","1232"
"22105","LANGUENAN","Appartement","1351"
"22053","EREAC","Appartement","1382"
"22388","VILDE-GUINGALAN","Appartement","0"
"22029","CANIHUEL","Appartement","0"
"22067","GRACES","Appartement","2759"
"22065","GOUDELIN","Appartement","0"
"22321","ST NICOLAS DU PELEM","Appartement","934"
"22218","PLOUGRESCANT","Appartement","3847"
"22347","TREDARZEC","Appartement","1915"
"22134","LOUANNEC","Appartement","4054"
"22387","LE VIEUX MARCHE","Appartement","1437"
"22085","KERBORS","Appartement","2978"
"22224","PLOULEC'H","Appartement","5451"
"22221","PLOUGUIEL","Appartement","0"
"22226","PLOUMILLIAU","Appartement","4915"
"22196","PLEUDANIEL","Appartement","2786"
"22340","TONQUEDEC","Appartement","5555"
"22028","CAMLEZ","Appartement","1570"
"22219","PLOUGUENAST-LANGAST","Appartement","1444"
"22255","LA PRENESSAYE","Appartement","0"
"22241","PLUMIEUX","Appartement","2562"
"22133","LE LOSCOUET-SUR-MEU","Appartement","216"
"22181","PLELAUFF","Appartement","765"
"22184","PLEMY","Appartement","0"
"29165","PLOBANNALEC LESCONIL","Appartement","2880"
"29037","COMBRIT","Appartement","2526"
"29032","CLOHARS FOUESNANT","Appartement","3663"
"29197","PLOUHINEC","Appartement","2231"
"29161","PLEUVEN","Appartement","2196"
"29063","GOULIEN","Appartement","0"
"29066","GUENGAT","Appartement","1861"
"29057","LA FORET-FOUESNANT","Appartement","2825"
"29170","PLOMELIN","Appartement","3010"
"29167","PLOGASTEL ST GERMAIN","Appartement","1487"
"29108","LANDUDEC","Appartement","1531"
"29247","ST EVARZEC","Appartement","0"
"29145","CONFORT MEILARS","Appartement","2468"
"29218","PONT CROIX","Appartement","2717"
"29051","ERGUE GABERIC","Appartement","1986"
"29060","GOUESNACH","Appartement","3230"
"29226","POULLAN SUR MER","Appartement","1877"
"29274","SCAER","Appartement","838"
"29136","LOCUNOLE","Appartement","0"
"29236","RIEC SUR BELON","Appartement","3997"
"29272","SAINT YVI","Appartement","3312"
"29300","LE TREVOUX","Appartement","1202"
"29147","MELLAC","Appartement","2608"
"29146","MELGVEN","Appartement","3350"
"29269","ST THURIEN","Appartement","1437"
"29257","SAINT-PABU","Appartement","0"
"29177","PLOUARZEL","Appartement","2288"
"29137","LOGONNA-DAOULAS","Appartement","725"
"29077","GUISSENY","Appartement","2167"
"29056","LA FOREST-LANDERNEAU","Appartement","0"
"29179","PLOUDANIEL","Appartement","2981"
"29095","KERSAINT PLABENNEC","Appartement","2123"
"29015","BOURG BLANC","Appartement","2732"
"29021","PLOUNEOUR-BRIGNOGAN-PLAGES","Appartement","1854"
"29076","MILIZAC-GUIPRONVEL","Appartement","3531"
"29176","PLONEVEZ-PORZAY","Appartement","2027"
"29026","CHATEAULIN","Appartement","2859"
"29027","CHATEAUNEUF-DU-FAOU","Appartement","1291"
"29139","LOPEREC","Appartement","2027"
"29222","PORT-LAUNAY","Appartement","1528"
"29275","SCRIGNAC","Appartement","1339"
"29172","PLOMODIERN","Appartement","3112"
"29016","BRASPARTS","Appartement","352"
"29012","BOLAZEC","Appartement","0"
"29054","LA FEUILLEE","Appartement","1276"
"29025","CAST","Appartement","1549"
"29278","SPEZET","Appartement","623"
"29302","PONT-DE-BUIS-LES-QUIMERC'H","Appartement","4529"
"29276","SIBIRIL","Appartement","3419"
"29244","SAINT-DERRIEN","Appartement","1567"
"29132","LOCQUENOLE","Appartement","1646"
"29279","TAULE","Appartement","1700"
"29059","GARLAN","Appartement","2582"
"29202","PLOUNEOUR-MENEZ","Appartement","2227"
"29163","PLEYBER-CHRIST","Appartement","1585"
"29204","PLOUNEVENTER","Appartement","1500"
"29097","LAMPAUL-GUIMILIAU","Appartement","0"
"29148","MESPAUL","Appartement","1122"
"29207","PLOURIN-LES-MORLAIX","Appartement","1419"
"29074","GUIMILIAU","Appartement","756"
"29068","GUICLAN","Appartement","0"
"29265","SAINTE-SEVE","Appartement","0"
"29192","PLOUGOULM","Appartement","0"
"29206","PLOUNEVEZ-LOCHRIST","Appartement","2551"
"29266","SAINT-THEGONNEC LOC-EGUINER","Appartement","763"
"35193","MONTREUIL-LE-GAST","Appartement","12621"
"35067","CHASNE-SUR-ILLET","Appartement","5080"
"35002","AMANLIS","Appartement","4331"
"35274","SAINT-GERMAIN-SUR-ILLE","Appartement","3787"
"35187","MONTERFIL","Appartement","0"
"35144","LANGAN","Appartement","4071"
"35295","SAINT-MAUGAN","Appartement","0"
"35302","SAINT ONEN LA CHAPELLE","Appartement","1416"
"35164","MARCILLE-RAOUL","Appartement","3451"
"35150","LECOUSSE","Appartement","2605"
"35273","SAINT-GERMAIN-EN-COGLES","Appartement","1413"
"35106","ERCE-EN-LAMEE","Appartement","1386"
"35202","LA NOE BLANCHE","Appartement","1867"
"35249","SAINTE-ANNE-SUR-VILAINE","Appartement","0"
"35013","BAINS-SUR-OUST","Appartement","1843"
"35306","SAINT-PERE MARC EN POULET","Appartement","5217"
"35116","LA FRESNAIS","Appartement","1944"
"35010","BAGUER-PICAN","Appartement","2356"
"35335","THOURIE","Appartement","0"
"35229","POCE-LES-BOIS","Appartement","3193"
"35052","CHAMPEAUX","Appartement","0"
"35015","BALAZE","Appartement","841"
"35082","COESMES","Appartement","547"
"35200","MOUTIERS","Appartement","2257"
"56154","PEILLAC","Appartement","1411"
"56149","NOYAL-MUZILLAC","Appartement","2975"
"56058","FEREL","Appartement","4719"
"56247","SULNIAC","Appartement","3136"
"56223","SAINT-JEAN-LA-POTERIE","Appartement","5526"
"56157","PLAUDREN","Appartement","3901"
"56220","SAINTE HELENE","Appartement","15374"
"56179","PONT-SCORFF","Appartement","2117"
"56193","RIANTEC","Appartement","2038"
"56031","CAMORS","Appartement","4688"
"56136","MONTENEUF","Appartement","4883"
"56127","MAURON","Appartement","1529"
"56145","NEANT-SUR-YVEL","Appartement","1007"
"56244","SERENT","Appartement","1328"
"56190","REGUINY","Appartement","1304"
"56017","BIGNAN","Appartement","1661"
"56122","LOYAT","Appartement","668"
"56035","CARO","Appartement","1360"
"56072","GUELTAS","Appartement","1634"
"56076","GUERN","Appartement","1157"
"56170","PLOURAY","Appartement","0"
"56199","ROUDOUALLEC","Appartement","0"
"56237","SAINT-THURIAU","Appartement","0"
"56146","NEULLIAC","Appartement","0"
"22144","LA MEAUGON","Appartement","2143"
"22356","TREGOMEUR","Appartement","1883"
"22011","BOQUEHO","Appartement","423"
"22188","PLERNEUF","Appartement","1538"
"22308","SAINT-JUVAT","Appartement","2329"
"22240","PLUMAUGAT","Appartement","857"
"22323","SAINT-POTAN","Appartement","1215"
"22200","PLEVEN","Appartement","2698"
"22114","LANRELAS","Appartement","9022"
"22299","SAINT-HELEN","Appartement","3461"
"22341","TRAMAIN","Appartement","0"
"22161","PABU","Appartement","2875"
"22229","PLOUNEVEZ QUINTIN","Appartement","493"
"22189","PLESIDY","Appartement","576"
"22164","PEDERNEC","Appartement","2217"
"22212","PLOUEC-DU-TRIEUX","Appartement","1150"
"22135","LOUARGAT","Appartement","2347"
"22037","LA CHAPELLE NEUVE","Appartement","0"
"22166","PENVENAN","Appartement","5879"
"22383","TROGUERY","Appartement","0"
"22366","TREMEL","Appartement","828"
"22064","GOUAREC","Appartement","0"
"22244","PLUSSULIEN","Appartement","735"
"29159","PEUMERIT","Appartement","1813"
"29284","TREFFIAGAT","Appartement","2450"
"29228","PRIMELIN","Appartement","0"
"29005","BAYE","Appartement","1823"
"29221","PORSPODER","Appartement","3542"
"29112","LANILDUT","Appartement","0"
"29109","LANDUNVEZ","Appartement","1821"
"29140","LOPERHET","Appartement","2590"
"29144","LA MARTYRE","Appartement","2036"
"29035","COAT MEAL","Appartement","3378"
